"years.list","small.office","restaurant","retail","grocery","warehouse","refrig.warehouse","school","college","hospital","hotel","misc","large.office","parking"
1986,10.4658580241663,2.8789041503885,14.2506748135069,4.87703226549343,11.0410119234216,0.972708877592922,10.6829591490015,6.37980285387854,5.28447222627035,3.64769098162568,16.0530740739322,6.80626717898965,0.405823766847245
1987,10.6772931187208,2.88655783006121,14.8488581740471,5.08174955700517,12.5323057315231,1.05146523409106,10.7695899499569,6.42551907466007,5.55308462170038,3.66235407629992,16.5169206689104,7.09994489021074,0.447166073071877
1988,10.9011120128184,2.90976403773006,15.4949666906181,5.3028683547859,13.3843217664814,1.10253640958125,10.9076288149128,6.42044357946345,6.03406620209421,3.65677097232743,18.1229476911125,7.35944525327941,0.450428078835914
1989,11.0746423970688,2.95625040053148,16.2844967200438,5.57307053668085,14.3592560499584,1.15404185451321,11.0628629300102,6.44502708517544,6.25390687794569,3.94426346790563,18.615954951034,7.60160279603628,0.463295674359038
1990,11.1766800038407,2.97970413180599,16.7444962830883,5.73049695616203,15.6437619992531,1.23770591297605,11.258634967955,6.54900273340247,6.72614483285614,3.99123793954932,19.4969861896175,8.12536115156326,0.632460001733745
1991,11.4676676887773,3.04592393139256,17.3435913334735,5.9355262568136,16.9612357939133,1.68732010523981,11.7451565138107,6.56216197049744,7.13765063587447,4.06432713110146,20.5668772924115,8.77409796896149,0.64276918167413
1992,11.5510830849680,3.08234606550131,17.3844956482854,5.9495250088549,18.0309080581763,1.76228703284648,11.8798510955054,6.560642469261,7.48040514522789,4.10113473196422,21.4845913181021,9.00478415693458,0.646487125092097
1993,11.7345928082277,3.09946518610024,18.0264690235641,6.16922863031809,20.9034434984091,2.55919668258591,12.2696362038188,6.59962948472622,7.61167338348502,4.11037190274365,22.0045531665235,9.04038921039265,1.02577663216115
1994,11.9706292124551,3.13928570575166,18.3738060258517,6.28809835328385,21.3382498876425,2.91030485644809,12.6790751721097,6.90914539687712,7.71378689807523,4.12116894630936,22.3905668570522,9.1358882126126,1.04068915099324
1995,12.0816521906879,3.16654047295343,18.6539389135612,6.38396869976669,21.7193687087915,2.96909493046436,12.8585844965734,6.90899168982711,8.63423064989202,4.17016236910271,22.6435851358144,9.23878499341922,1.04983801106016
1996,12.2119327605029,3.22819068319718,19.8902784750442,6.80708325478715,23.4410727085055,3.06481864583973,13.0797008513823,6.93466604563218,8.71618979362844,4.22657209417923,23.1665640146511,9.68515875093115,1.07679753645809
1997,12.3615608173844,3.27501080679714,20.1607844292774,6.89965895973225,24.3877961834821,3.15505966158573,13.3079065535377,6.96190939838168,9.0843768802781,4.34660284125048,23.6280952162881,9.8417700670215,1.50147847150652
1998,12.5219605271493,3.30453387952679,20.9579900587301,7.17248797505637,25.0707380054567,3.19678278349698,13.3805146221425,7.01388964933745,9.28400120876725,4.39598888387041,23.8921163678936,10.4799505009168,1.51063954187032
1999,12.7732342531424,3.35766818779146,21.3142265751847,7.29440339363357,26.9793118425747,3.35748616714380,13.6119353706018,7.05668076509821,9.3323329774513,4.78503469773194,24.3562515180692,10.9719808232054,2.00941704911890
2000,13.0047843458971,3.4455307616519,22.2381032694856,7.61058325924754,28.0997270671433,3.41598196980962,13.8875029375304,7.1560711184567,9.56444437768947,5.01082502331563,24.7576682331394,11.6981529680683,2.08516261611588
2001,13.1952222961810,3.52577231694762,23.8501806428354,8.16228719377611,32.1526922155991,3.62873442288289,14.1802030589666,7.50366431303867,9.71114007222207,5.09360202404945,25.3267516729181,12.9021299994290,2.71081818930423
2002,13.3707498318788,3.60109478030463,24.6641081071937,8.4408389506153,34.3426303078966,3.74333566760498,14.6822028365832,7.77456068541558,9.75180375052141,5.19252874623046,25.9020678415099,14.0393828191792,2.94026097984244
2003,13.5501239641845,3.69606729698114,26.1318644199634,8.94315164730773,35.9331251833039,3.83776869956493,15.3415981066068,7.87999970906261,10.0303848078876,5.32741636692158,26.8656380246558,14.5300722619177,2.94044012521536
2004,13.8044287300285,3.78985414335760,27.4665928547452,9.39993799092234,38.2138542933492,3.95692191582578,16.4575768536992,8.32726945619624,10.2079830762801,5.61340329293109,27.7486609396222,15.3716464822423,3.52204436577373
2005,14.2016723556427,3.83210754578587,28.5032846660132,9.75472676261857,39.9216927992856,4.04579273403214,17.4255790328053,8.5133478687168,10.4298212209380,5.68100496919926,28.4280297560897,16.4080951943139,3.60666863870201
2006,14.4372447212187,3.83791917296607,29.6122348165741,10.1342446265715,41.2359017540866,4.12389270739529,17.967064787352,8.90546635793598,10.6088811737462,5.73679398934571,28.8413559618925,17.4000012289125,5.50247516859777
2007,14.7058556254705,3.89612405032520,30.7791082179849,10.5335856614979,41.952824147638,4.16030758447399,18.6128156612825,9.06686072047655,10.9673269096912,5.94408660053655,29.2741092874223,18.0055466856768,5.53874902097177
2008,14.9528366836909,3.91162914350076,32.2466307513223,11.0358183514644,43.6758447046759,4.24950123131095,19.5333084597795,9.3049187834216,11.2342778024196,5.9959301816877,29.4207985912365,19.1194534134609,5.90606031574016
2009,15.0301975125127,3.92630931417847,33.5336992743304,11.4762939637956,44.3988775761101,4.28587299585112,19.9385960995922,9.43652829242813,11.9016534646320,6.23485247780079,29.7784880883358,20.2913667451191,5.93810145497916
2010,15.1016112395207,4.00782791108792,33.6563322281963,11.5182628446130,46.1507923420208,4.39536769593786,20.0201729137446,9.5476445049892,11.9634362833601,6.42214882119824,29.9825966754902,20.4368092613035,5.96017051909356
1970,12.4102068756782,6.52793707386649,20.1642897769986,6.85948368198524,12.5553140814682,1.91602816119174,23.3472378720932,14.7201656953014,9.34079064860042,6.64792690187867,27.8008492786989,14.5601444104647,4.31447789161562
1971,12.7378393145976,6.57988001749525,21.4028700178000,7.28083550234924,12.7068566664399,1.91783173861233,23.8611789832710,15.1019293341017,10.1522976868824,6.82276225195102,28.4010823515473,14.4493085662225,4.30539139106889
1972,13.1933331500511,6.62848797805406,22.310615820866,7.58964276717646,12.9580997965614,1.92491303501871,24.4156698014669,15.4770730761186,10.6135547044476,7.18459460711924,29.3360362118739,14.9606963825891,4.2894444544566
1973,13.6309354740630,6.74436052667,23.7129290342647,8.06669375809586,12.9657526299119,2.01141214492665,25.2454117508629,15.5969777948006,10.9388829785395,7.8742508747171,29.9008550387196,14.9482205385735,4.30774102422466
1974,14.1313752072042,6.82858407654303,25.7163036939930,8.7482160141414,13.3348571804845,2.07281511668885,25.7236968321431,15.9773143977603,11.3412145410226,8.04979230708054,30.8117543040508,15.0531750441874,4.28867990402891
1975,14.8662435299224,6.90416482972318,27.1296985661338,9.22903668361038,13.6650713833931,2.11836635901305,26.4773366884893,16.2709376502204,11.7072797004888,8.31433389454567,31.4777624573916,15.1580860045633,4.34567799198779
1976,15.5359952797226,7.03294172360926,28.3558504179771,9.64616026348954,14.3036796746942,2.21512968923872,27.589129336026,16.8039256874669,12.0712611462460,8.33518522731638,32.9076502002082,15.2798652143669,4.37416089612738
1977,16.217788805963,7.12383826044446,29.7199875036398,10.1102241154775,14.9160914831600,2.26141651034176,27.9582228966711,16.8910718410940,12.2801699182857,8.4754711724029,33.9987044452529,15.2765580286089,4.37053571643767
1978,16.9565928591654,7.27635107145013,31.2080299186133,10.6164384855154,15.5769095325001,2.33683551483584,28.2316918329011,17.0587841728213,12.5353543438045,8.60312049369942,34.8569454316068,16.1316787480818,4.42039689061703
1979,17.8896626033574,7.41360206328734,32.7448712452637,11.1392533925458,16.5876163342471,2.55229599223160,28.5263626426952,17.1996663097860,12.8161598390976,8.62984629251388,35.7200151713368,16.7410813047593,4.63733332375121
1980,18.8490181972319,7.522731719019,34.2589389190371,11.6543210148387,17.7354940160226,2.72351122868068,28.7284888494147,17.2141604953408,13.0340854552586,8.68033907934662,36.8847348790550,17.4607341229322,4.62251269130484
1981,19.5635555523203,7.54578284437384,34.8265225303889,11.8474100982342,19.0174955545550,2.85974377335925,29.2441430661612,17.2826415841075,13.3757921396634,8.67742551871342,38.1629079693153,17.7860318298409,4.73184137666042
1982,20.246,7.582,35.813,12.183,20.148,2.97,29.466,17.404,13.613,8.731,39.66,18.175,4.715
1983,20.7253819791579,7.68282259580062,36.7255557419068,12.4934428752274,20.7955715129574,3.06700125065163,29.6231370182414,17.5095141866080,13.8817114209723,8.86289506887743,40.5443574978401,18.6412245119433,4.83074295642476
1984,21.2852415218700,7.81477531318298,38.0661309383296,12.9494909490018,22.0775837385901,3.18192057790691,29.6529234345752,17.5768463170067,14.2517587100181,9.35594070429783,41.5210908043853,19.2432314921825,4.94295316760601
1985,21.9891560830929,7.94919703934975,39.2077367423461,13.3378528157405,23.5200171842548,3.38166501766088,29.7795258984291,17.8213862449806,14.5159320790172,9.72251061607563,42.5685051647293,20.0302548606133,5.02795234796953
1986,22.4597591698743,8.14149269532264,40.5492862879735,13.7942322345687,25.1907562985650,3.51275058103639,29.9587391620407,17.8896579970408,14.9393331299851,10.4635523883866,43.5219777345945,20.5654948435515,5.09627873735688
1987,23.0759771998851,8.22154437607938,42.0232287403994,14.2956495107729,27.1520430693723,4.04074808430808,30.0487858102181,18.0382775679999,15.8572864706264,10.9911938210716,44.642834341127,21.0734557445255,5.42509901259320
